a,b,c,d,delay,Kx,Ky,damping_x,damping_y,growth_mod_x,growth_mod_y
-0.9659585331415363,-0.08662505688314037,-0.5571104472195181,-0.33051699754207164,0.29965856785412726,0.5194002095200219,-0.21365796785143598,1.1618009232252526,0.6665364471244302,-0.8902400777307644,1.0812341180591671
